text,label
행복은 어디에나 있다.하지만 쉽게 마주할수는 없다. 당신이 눈치채지못했던 소소한곳에서 부터 천천히그리고 느리게 살펴보아야 한다.,1
평점 낮은 순으로 보니까 가관이네. '팩션' 이라는 장르는 한 번도 못 들어봤나 무식한 것들. 실화를 바탕으로 극을 엮은거지 실화만을 쓰는 게 아닌데 어디서 소문 주워 듣고 와서 부풀려 말하고 있네. 아마데우스 봤으면 아예 고소 하겠다고 달라 들겠어.,1
아빠어디가 폐지하지말아주세요 아빠어디가 정말좋고 친근성잇어요 폐지하지마세요 아니좀나라에신경을써야죠 왜 아이들이 놀고싶은것을 구지 접을라고하세요 아이들이 얼마나마음이 아프고서운하겟어요 아이들을봐서도폐지하지말아주세요,1
인간은 어디까지 용서하고 어디까지 사랑할 수 있을까?,1
천만(千萬)의 태양을 말하는 그린코미디. 문득 어디선가 찻물 끓는 소리 들리고…,1
이거대박임!! 어디서 하는지는모르지만 인터넷더다운 ㅎ,1
하나님 당신은 어디에 계신가요...계시기나한겁니까???,1
어렸을때 완전 재미있게 봤던 영화.. 어디서 다시 구할수 없나..?ㅜㅜ,1
도대체 어디가 지루하다는거야 정말 최고의 영화,1
이 영화는 도대체 어디서 찾을 수가 없어...이거 어디가면 볼 수 있나요?,1
과학의 발전이 악용됐을때 인간의 존엄성을 어디까지 해칠수 있는지 보여줬던 아주 잘 만들어진 영화인것같아요. 시간순이 아니고 과거가 중간에 들어가있어서 예상치 못했던 반전도 있었고.. 암튼 잘 봤음 역시 페드로 알모도바르네요,1
다시봐도 재미있는 영화. 인간의 상상력은 어디까지 인가.....,1
어디 엠마같은 여자 없나????,1
아..정말 내 평점 다 어디갔어?? 팝콘무비의 정점영화..,1
이렇게 재밌는 액션영화가 어디에 있을까!,1
어디로 행방불명 됐니 엄마아빤 왜 돼지가 됐고?,1
이거 어디서 볼수있어요?? 보고싶은데..,1
케이트 최고다 전투씬을 기대하고 봤는데 전투씬이 없어도 빠져들었다 민족적 우월성? 우리도 선덕여왕 드라마 있지 않았나? 어디나 위대한 역사는 있다,1
로망은 어디에,1
7년전 주말의영화에서 본영화. 최고였는데.. 이젠 어디서보지 ㅜㅜ,1
엔젤을 어디에서 봤나 했더니 번개도둑에 출연했었군요。단역이였지만 말이죠 하하 루카스는 나름 이름이 알려진 배우라서 다들 잘 알고 있으리라 생각합니다。월드인베이젼、엑스맨、한나몬타나 등 다수의 영화에 출연했었죠。무료한 주말 시원하게 감상하시기 바랍니다！,1
볼만했다... 이영화속의 주성치는 어디로간것인가...ㅜㅜ 세월이여ㅜㅜ,1
어디서찾나 보구싶은데 ?,1
이거 다시 재개봉했으면 좋겠어요ㅠㅜ 이런명작이 어디또있을까요.,1
알파치노는 무조건 10점 ^ㅇ^ 하루 밤에 일어난 일을 정말 지루할 새 없이 재미있게 구성했음. 알파치노는 무조건 어느 영화나 스탠덥가이로 나오네. 너무 멋있음.. 나이 들어도 어디 안가는 명배우들 모음집. 완전 소장용.,1
보고 싶은데 어디서 볼수있을까,1
지금도 다시 구해서 보고 싶은영화.. 어디서 못구하나.,1
ㅋㅋㅋ 나도 당했다 테이큰이란 영화는 어디로? ㅋㅋㅋ 잼있다니 봐야지,1
주여 어디로 가시나이까,1
"말하는 이와 듣는 이가 분별되는지, 주는 자와 받는 자가 다른건지, 배우는 자와 가르치는 자가 있다는 건지,,,누가 미치고 누가 온전하다는 거야,,,언제나 어디서나 내 자신만을 본다,,,우린 누구나 분열 되어 있고,,,그래서 누구나 다 미친 것이다.",1
노트북 - 이런사랑이 어디에 있을까.. 뻔한 이야기이지만.. 알면서도 슬프고 알면서도 씁쓸하다. 결국 이렇게 되는구나. 기억을 잃는다는건.. 무서운 일이다.,1
예기치 않은 낙오자는 어디로 가야하나..,1
사운드 트렉 어디서 못구하나요?,1
"우리는케빈에대해이야기해야할필요가있다.케빈이 정말 순수한 악이었는지,아니면순수한 사랑을 원하는평범한아이였는지,그리고이제엄마는케빈에대하여알아가야한다어디서부터잘못된건지는알수없다.그렇기에,우리가알아가야한다.엄마의입장에서가아니라케빈의입장에서바라봐야한다.",1
재밌네요... 어디에 평점 처음남겨봐요... 덤덤하고 잔잔하게 참 재밌습니다.,1
어디든 기댈곳이 없다. 긴 말이 필요없는 시퀀스가 멋지다.,1
와우! 70년에 이런 영화를 만든 헐리웃은 어디까지 추락한 거야...,1
10만점을 주겟어요! 아진짜 이거 보고싶은데 어디서 봐야할지 모르겟음.ㅠㅠ,1
이 영화 어디서 볼 수 있나요 보고 싶어 미치겠어요 ㅜㅜ,1
일부러 약간어설픈듯하지만 나름대로 액션은볼만한 영화만드는거 아직도모르네 그런건 그런거대로 재미가있다는걸 알아야지 그리고 미모는 마지막에 언데드뮤턴트되는 쉐린이짱이고 한예슬의어디가닮았다는건지 머리카락만 닮았나브다 ㅎ여튼내점수는3점4점 두인간땜에10점,1
내인생 최고의 드라마! ! 욘사마는 지금 어디서 뭘할까..?,1
최고 이만한 미드는 어디에도 없습니다 최고,1
"인간의 감정의 비논리성. 그것이 가진 인간미를 매우 훌륭하게 풀어낸 작품이다. 완벽함의 논리를 추구하는 현대사회이지만, 인간의 감정을 대신할 수 있는 것은 그 어디에도 존재하지 않는다. 감정을 느낀다는 것은 바로 살아있음의 증거이기에 감사한다.",1
어렸을때보고 가슴에 아직까지도 와닿네요아이들도보여주고싶은데어디에서볼수있는지,1
호스텔2서 '이 답답한 느낌의 캐릭터를 어디서 봤는데'라고 했더니 역시나 이 영화ㅎ,1
20년 지났어도 역시 명작.. 요즘 디즈니 왜그러나..ㅠ.ㅠ 라이언킹과 포카혼타스의 감동은 어디로..,1
역시 공자관감독 이다. 신인 여배우도 연기력을 최고로 올려주는 좋은 감독을 만나야 김연수씨 연기 좋네요. 어디 연기력 떨어지는 사람이 없네 훗..베드신은 살짝 부족하지만 재미있게 잘봤네요,1
아주 잘 봤습니다.. 근대 동이 마지막 장면에서 어디에선가 본듲한 장면이...,1
그런데 이 영화 어디에서 구할 수 있는지 궁금하네요. 빨리 보고 싶은데 이 영화.,1
잔잔하다 .내가 그를 어디서 보았는데 부모님? 주변? 혹시 나 자신?,1
근데 다시보구 싶은데 어디서 보죠,1
이 영화 왜 볼 수가 없죠? 어디서도 볼 수가 없어요! ! !,1
"추억을 함께 했다는 것만으로,, 9점을 줄수 있는 ,, 나중에 주인공을 ""이너프"" 라는 영화에서 악역을 하던데.. ㅋ.. 그때의 꽃미남은 어디가고.. 세월아 가지마라...",1
"희대의영화 천재감독 쿠엔틴 타란티노가,킬빌의여주인공 블랙맘바(우마 서먼 분)의 라이벌 엘르 드라이버를 어디서 캐스팅했는지,알수 있다.영화의절반은 캐스팅,캐스팅만 제대로 마치면,나머지 절반은 다 이루어진거나 마찬가지...흥행은 하늘에 맡기고...(웃음)",1
마지막말이 와닿는다... 술먹고 봐주는게 어디잇냐 그럼술먹고 운전한건 안봐주고 술먹고 애를 저리만든건 봐준다고? 이말듣고 울컥햇다.;;;,1
가볍고 독특하다. 보고나면 기분좋아지는영화. 이런영화 또 어디없나?,1
ㅋㅋㅋ일본영화처럼소소하다는 말에 빵터짐..감동과재미를어디서찾아야할지..,1
그야말로 제목에충실하다 참슬펐다 김강우 에대한 일반인 묘사 현실적이고 좋았다 재벌보다더쓰레기같은일반인은 하녀가 잘묘사했네ㅋㅋ 진짜비웃어주고싶은 불쌍한인생 돈없이못사는세상에서 돈과자존감 사이의 균형지점은 어디일까 너무너무슬프다,1
"전 주요하게 가수로 알고 있었던 이정현씨가 연기 이렇게 잘하는줄 몰랐습니다. 이 여배우 진짜 장난 아니다, 어디서 봇듯 한데 왜 기억 안나나 했는데 이정현씨 였네요. 특히 미세한 표정연기 너무 귀엽고 이쁘고 자연스럽네요. 완전 반했음. ㅎㅎ",1
이토록 매력적이고 이토록 사랑스러운 여자가 또 어디 있을까.,1
이영화 다시 보고싶은데 어디에서 구할수 있나요 ㅠㅠ...정말 다시 보고싶은데..아시는분들 저에게 쪽지좀 부탁드립니다 hsj1549@naver.com,1
부러진화살은 어디를 향하는가,1
케이블 어디서 잠깐 봤는데 괜찮았음,1
보고싶다...어디서 구하나 ㅠㅠ,1
"어디에 있던지,언제까지나,계속 계속,계속~",1
인간사 새옹지마라 했던가. 숏 컷은 삶의 어디에나 있다.,1
카메라 워크 어지럽다고 4점 주는 애들 괴수영화 보는 이유가 뭐냐? 그 공포감 압도되는 느낌 이런걸 느낄려는건데 우주전쟁 평점테러범들도 그렇고 그저 엔딩 허무하고 시점이 민간인이면 재미없지? 어디 국방부 출동해서 괴물 쏴죽여야 재밌지?,1
애들이 우는장면 하나없는데도 가슴이 먹먹하다..아빠는 어디가고 엄마는 어디가고..어린나이에 가장이되고 엄마가 할일을 하는게 얼마나 힘들었을까.우리나라도 애들 다 잘먹고 잘지내고 있는거 같지만 복지카드로 편의점 삼각김밥만 겨우 사먹는 애들도 있던데 휴,1
윌이죽다니 아 잭스패로우 매력은어디까지냐 ㅋㅋ,1
"신비의법?아동청소년보호법?정말 신기하긴,시기하지.프로게이머가 국제경기중에,셧다운제 지킬라고,접속 끊고,G.G.를 선언할 정도니...이세상 그어디에도 없는,@신비의법@이긴 하다만...왠지 쪽 팔리네.역시...그따위법.여성 가족부나 지키고 살아라.(웃음)",1
어렵다. 대를 위한 소를 버릴 수도 있지만 그렇다고 그 소를 밟는 것 또한 정당화 되지 않는다는 것이... 군대 악폐습은 어디서도 인정될수 없다는 것...주연들의 빛나는 연기에 2시간이 짧게 느껴진 법정영화인듯,1
숀빈!!! 역시 어디서나 빛나는 아쟈씨!! 역시 이런 분위기에서 숀빈은 더 빛나는거 같아요~,1
정말 감동적이고 훈훈하고 연출도 잘한 영화이긴한데 세번쯤 보니까 케이트와 결혼한 케이스의 인생이 너무 미화되긴 했음. 물론 저렇게 행복하게 사는 사람 꽤 있지만 어디까지나 미국이야기 한국의 현실에서는 저렇게 못산다고 생각함,1
"히틀러도 인간이었고 어디서나 극단주의는 무서운 것이다, 사람은 중립적이고 객관적인 판단을 할 줄 알아야 한다독일인들의 이런 전쟁 후의 자세는 존경스럽기까지 늦겨진다",1
전화박스 키스씬 아직도 생생하다 어디 애절함... 그거 한번 느껴보라구,1
어디에 기대지 않는 순수한 스타일 이런게 거장의 손길이다.,1
재미는 있는데 집에 돌아갈때 시간만 우리시간때로 돌리고 어디로든 문으로 진구책상으로 가면됨 아주쉬운 방법있는데 ㅋ,1
봐도 봐도 명작. VOD살 수 있도록 해줬으면. 어디에도 없는,1
"이 정도면 괜찮은 영화라고 생각하는데, 어디까지 원하는지 참 할리우드급으로 해야하나.",1
"많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?",1
"뭐야 이영화 물대포랑 최루탄,, 최근 어디서 본 듯한 장면들??",1
이 드라마 꼭 다시보고 싶은데 어디서 어떻게 다시보기 할수 없을까요?꼭좀 가르쳐주세요.,1
보고싶은데 이거 어디서 구하죠? 흠... 보고파라..,1
"어디서 이렇게 개성넘치는 배우들만 모아놨을까? 아이가 집안에 혼자 남아 있을때 좀 더 사이코패스적인 연출을 했더라면 이민기로 안보였을것 같다 , 너무 재미있게 봤고 씁쓸한 마무리도 좋다 . 다음 영화가 너무나 기대 된다",1
알 파치노 는 세일즈맨이 아니라 배우가 배우 연기한거고..그게 어디 세일즈맨인가..잭 레몬이 진짜 세일즈맨같은 연기를 한 영화,1
"기대안하고 봤는데 재밌네 ㅋㅋ 일본여자주인공 보구 어 어디서 봤는데 했는데ㅋㅋㅋ(얼마전에 봤던 야x) 이렇게 재미진 여자였다니 이런 케릭터 너무좋다. 한국 여자연기도 재미졌음, 개콘 멘붕스쿨에서 어설픈연기하는 학생이랑 말투 완전 똑같아 ㅋㅋ",1
"차분함 속에,, 우리 인생은 어디서 와서 어디로 가는가???",1
주님은 어디계시나이까,1
어디서봐야되나요? ㅠ 아직 쿡티비에도 안나왔던데 선전만하구~~ 사고만치던 강인 이제배우변신하나요? 그냥 왠지 먹먹한날엔 이런한가한 영화보고싶은데 실제로보면 진짜 지루하고 잼없을까? ㅋㅋ정겨운씨 완전 멋지게나오던데 아~~뿔테안경 기럭지,1
어디 이런 애니 또 안나오나?,1
최고의 힐링 프로그램~♥ 아빠어디가에 나오는 아이들은 어떻게 하나같이 다 천사같고 예쁘죠?ㅠㅠ? 넘 사랑스런 이 아이들이 항상 지금처럼 밝고 건강하게 자라기를! 아빠들의 아이를 향한 사랑도 매번 마음을 참 따뜻하게 해주네요 고마워요 아빠어디가ㅠㅠ!,1
팀 버튼의 무한한 상상력은 어디까지인가,1
"평점 한 번 OO도 풍년이다. '초한지 영화판' 하면 서초패왕, ''수호지 영화판' 하면 수호전지 영웅본색. 그 이상 이하 어디 있다고. 외전격 이상이고 임충과 노지심 캐릭터 충분히 잘 살린 수작이다. 네이버 수준 감안해서 최소 8",1
이영화보고싶은데 ㅠㅠ 어디서 봐요? ㅠㅠ 찾을수가없어요ㅠㅠ,1
이머고가 아니라 이머꼬?임 어디서 개봉해,1
이거어디서사나용?ㅋㅋㅋ진심,1
"수OO이 지나도,, 명작이다. 사람사는 모습은 어디다 언제나 같다",1
어디를 봐도 이런 영화 없을 듯 합니다. 꼭 한 번 보세요.,1
이 영화 어디서 보죠? 꼭 보고 싶은데 아시는분 제네이버메일에 주소좀...,1
다시 보고싶은...어디서 CD로 구입할 수 없을까요?,1
"""정상""이란 무엇이며, 나는 어디에 있는지, 다시한번 생각해주는 부드러운 가르침 감사합니다.",1
80회 장서희흰색카라검정원피스어디제품인가요???,1
어디서부터 밀려온지 모르는 파도처럼점점 거대해지는 감동이 파도처럼 부셔진다,1
아빠 어디가 봤으면 익숙할것입니다. 재미 보장합니다.,1
나도 다시 보고싶은데 어디서 구할 수 있을련지..,1
한번 더보고 싶은데 대체 어디가서 봐야하는지..,1
이상하다... 난 왜 재밌게 본걸까? 내가 어디 잘못된건가 싶을정도로 평점이 몰려있네 ㅠㅠ,1
뭐..특별한 말이 필요한 영화인가..? 그냥 명작.....러시안 룰렛 장면은 두고두고 회자되는 명장면중 하나이고......너무나 강렬한 장면이기에 이 영화를 안봤거나 모르는 나이대의 사람들도 지나가다가도 어디선가 한번은 봤을듯...,1
나의 이상은 어디갔는가.,1
"보고 싶은데, 아래님들 대체 어디서 보신건지 ㅜㅜ",1
또 보고싶다.. 어디서 상영 안하나,1
정채성에 대해 생각하게 되는 영화....나의 정체성은 어디인가부터 관객과의 만남으로 인해 더 자세히 알게되었습니다.,1
이거 어디서 볼수 있나요?,1
오랜세월이 흐르면 영화의 촌스러움이 묻어나기 마련인데 이 영화는 몇번을 봐도 언제 어디서든 어느나이때도 봐도봐도 질리지 않는다 ~~내가 생각한 영화중에 명작임,1
언젠간 먹고 말거야!! 어디서 듣던 말인데... 치토으 ㅅ 아닌가!!! ㅋㅋ,1
"재개봉 26일 아닌가요? 며칠째 검색해봐도 어디서 하는지 나오지도 않고ㅠ 류이치 사카모토의 음악과, 젊은시절의 모습을 볼 수 있는 좋은기회라 기대하고 있었는데",1
"이 순간에도, 어디선가 저런 아이들이 있겠지..",1
"내가 지금 뭘 먹고 있는지 매순간 확인하게 됨. 적은 비용으로 더 많은 고기를 생산하려는 욕망은 어디서 비롯되었는지, 우리는 왜 몸이 필요한 것 이상의 고기를 먹고자 하는지? 까지 간다면 더 좋았을 것 같았다.",1
좋다..ㅠㅠ그냥 좋다..음악 영상 스토리 이딴말하지 말고 그냥 좋다 해라..ㅠㅠ어디서 똑똑한척이야 그냥 드림웍스만의 매력이 좋다하는게 맞는거지.ㅠㅠ 너무 좋아서 눈물이 난다 ㅠㅠ,1
세상 어디에도 없던 영화,1
이거 어디서 다운 받죠?,1
처음으로 영화관에서 봣던 영화예요ㅎ 완전 잼잇는데 어디서 다시볼수잇을까요ㅠ,1
오랜만에 영화보고 울었다.자이언트가 어디서 무슨목적으로 지구에 왔는진 중요하지 않다. 자이언트는 올바른 길을 선택했고 슈퍼맨이 되었다. 결국 상황이 어떻든 내가 옳은 판단을 하면 되는거다. 이렇다 변명따위 필요없이 나는 내가 선택한대로 된다.,1
인간이 세상모든것의 전부인 것처럼 자만한 아니 더 정확히 말하면 무지함에 대한 일깨움과 겸손이 코스모스의 메시지입니다과학이 밝힌 진실은 끝이 어디인지 모르는 거대한 코스모스에서 지구와 그 안에 있는 인간은 하나의 먼지나 마찬가지라는 것입니다,1
홀연히 찰리의 목숨만 구해주고 떠나는구나..어디로 갔을까,1
아... 다시보고 싶은데 어디서 다시보지?USB에 넣고 싶은 1인. 하지만 이 영화는 상상을 초월할 만큼 위대하다고 생각하는 1인. 최고의 영화라고 평가한다.,1
"요즘 드라마도 홍수, 예능도 홍수라 오히려 다 거기서 거기라 식상하다 그래도 아빠 어디가는 넘 신선하게 다가왔고 따뜻하고 진솔해서 좋았다 그냥 웃고떠드는 예능이 아닌 1년동안 아이도 아빠도 변화하고 성장하는 과정을 자연스럽게 보여주는 참 좋은 프로다",1
아이고 개죽이 지금쯤 어디있니,1
snl팬입니다 그중에서도김민교님 너무좋아요ㅠㅠ 능청스러운연기 정말 매력적입니다 팬카페어디없나요..ㅠㅠ 언제나화이팅!!,1
진짜 대박이다처음엔 뭐지? 하고보다가어느새 샐리의 마음이 되어 있었다역시 스필버그구나 느낀 대작임그리고 소피아어디서 본 사람인가싶더니오프라 윈프리였음ㅎ,1
짚신도 짝이 있다? 황당커플의 어디로 튈지 모르는 데이트. 재밌었던영화.,1
정말 너무 좋아서 말로 표현을 못하겠네요...케이블로 뒤늦게야 보게되다니!! 한 장면도 놓치기 싫은 최고의 시트콤!! 극중 현우같은남자 어디 없나요 ㅠㅠ,1
내친구도 김희선 같은 사람 있었으며 좋겟다 ㅋㅋ싸움 엄청 잘하네 ㅋㅋ 어디서 많이 놀아봄 솜씨다,1
억지 감성팔이하는 어디의 영화들 보단 훌륭하다,1
아빠 어디가 시즌1을끝난다고 생각하니깐 너무아쉬워요우리준수보고싶어서 어떡해요 난준수가 남자다움의모습을보여줬고 나름애교도 보여줬었는데 막상준수가 나간다고하니깐 너무아쉬워용ㅠㅠ,1
돈을 많이 가지게 되면은 섹스와 마약에 중독되서 최후에는 비참하게 끝나고 인간이 성적으로 어디까지 타락할수 있는지 영화에서 잘 보여주는거 같다. 영화에서 심하게 선정적인 장면이 많이 나온다.하지만 3시간이라는 러닝타임이 지루하지는 않다.,1
찬형이.리환이. 민율이. 세윤이 이뻐..후는 예전에비해..넘 커서..잼없어..방송을 넘알아버린듯..빈이도 별로..매럭없음 아빠어디가1회부터 쭈욱 본방사수 했는데 후와빈이는 나갔으면 좋을듯,1
대체 어디서 군국주의 미화가 나왔다는 건지?,1
어디서보는거지 이건.,1
미국 함장으로 나온 스콧 글랜 어디서 봤다 했더니 김갑수,1
아빠어디가팬이이여서 10으로달아드려용!!솔직히1이진짜~훨씬잼섰어요 준수너무너무보고싶어요...준수한번만이라도 나오게해주세요!! 예전맴버들다그립다.... 후도진짜좋아서 후나오니깐좋아요!! 후예전엔인기쩔어서 분량짱이엇는데 요즘은 민율이분량이많은듯,1
어디 구할데 없나 이거 진짜 다시 보고 싶다,1
솔직히 말해서 쩔었다.. 처음부터 끝까지 어디로 튈지 모르는 이야기 그리고 열린 마무리...ㅋㅋ,1
팬으로서 좋은 경험이었습니다. 좋아하는 그룹의 진솔한 모습을 보고 싶어하는 팬들에게 이보다 더 좋은 것이 어디 있을까 생각합니다.,1
"요즘 뉴스만 들어도 멘탈유지하기 힘든 대한민국 현실속에서, 늘 미국이었으면 어떻게했을까? 이민가면 행복할까? 하고 고뇌했었는데, 이 영활보고 생각이 바뀌었다. 어디나 빛이있고 그림자가 있다는것. 강대국은 그 그림자를 약소국에 드리우고 빛만 취했을뿐.",1
너무 오래되서 기억이 안난다. 최민식이 어디서 나온지..,1
이 영화 메가박스 어디에서 해요,1
어디선가 스포를 들어서 꼭 보고 싶었지만 안봤던 영화를 이번에 꺼내어 보았다. 알고 보게되니 중간중간 복선을 캐치하는 재미가 있었다. 반전을 몰랐으면 좋았을텐데.,1
너무 재밋엇는데... 어디서 다운받지 ㅠㅠdvd라도 소장하고싶삼,1
아ㅠㅠ윤동하를보내야되다니너무슬프네요ㅠㅠ저런완벽한남자는이세상어디에가야있나요ㅜㅜ 둘이 이렇게 케미가 잘 맞을줄은 몰랐는데 보는내내너무행복했어요반땡자알바윤둘정말잊지못할꺼같고....흑흑드라마끝나지마잉!!!!ㅠㅠㅠ 정말재밌는드라마엿어요ㅠㅠㅠㅠ최고♥,1
아빠어디가~^^짱 겁나 잼있어요~~ 아빠어디가 대박나세요~~ㅋㅋ,1
어디서 보나요 ㅜㅜ,1
배경도 좋고 영화속 심리 표현도 좋구 레오 연기도 좋구 ~~보고 나서의 감정의 후폭풍이 ~~~인생에 있어 낙원은 어디인가 를 잘표현해준거 같네요,1
이 영화 비디오 어디 구할곳 없나요? ㅠㅠ,1
나도이거마늬 받어요~또보고싶은데 어디서봐야하는지 ㅜㅜ,1
인생의 유효기간을 선고받은 중년가장이 한계라는 의미를 과연 어디까지 늘릴수있을까,1
남궁민씨 이소연씨 캐미 좋구작가님도 글 재밌게 잘 쓰시는듯!^^조연 맡으신 분들도 어디서 이렇게 깨알 캐스팅을 해오셨는지ㅋㅋ아영이가 노래 부를 때 빵 터졌네요너무 재밌게 잘 보고있어요막장으로 가지 않게만 해주세요응원합니다!!화잇팅!,1
그냥 옛추억에 빠진다..진짜 빠진다...그러나 배신은 어디나 따른다 우리또한 그랬다..우리?ㅋㅋ지금생각하니 웃기군 지금 방송에서 헤벌떡웃는 모습 역겹다...주저리주저리,1
엔딩에 노래제목좀.....ㅠㅠ 배우김형규씨는 어디로간걸까요?? 아시는분?????,1
소울도 엄마도 행복했으면 합니다. 캐나다에서 태어난것도 한국에서 자라게 된 것도 자신이 선택한 삶은 아니지만 그 어디에서나 가족이 함께 한다는 것이 전 행복이요. 큰 힘이 된다고 생각합니다. 두남매가 자라면서 문화적 충격에 마음 고생 많앗습니다.,1
소설과 별개로 보자면 이 영화는 우리나라 최고의 영화입니다.좌우익의 대립과 우리나라의 영혼을 보여주는 영화는 또 어디있는가?게다가 영혼이 느껴지는 배경음과 갑수의 연기까지.한국인으로써 필수로 봐야함.진짜 여운이 남습니다.우리나라의 영혼이 느껴질거임.,1
"정말로 이건 인생영화다. 항상 일상에 치여 잊고 살지만, 내가 나로 빛나는 방법을 잘 아는건 다른 누구도 아닌 나라는 것을 보여준 영화. 어디에 있든지 나는 나니까. “그냥 이 순간에 머물 뿐이다” 라는 숀의 대사가 마음에 와닿는다.",1
내평점너무 가슴이 아프다. 인간의 허영심과 이기심은 대체 어디가 끝일까. 정말 보호소 1년 후 박사가 왔을때 너무나 좋아서 껴안고 수화로 대화나누고 좋았던데. 그게 마지막이 될줄은. 차라리 오지나 말지. 그나마 밥아저씨가 친구가 되어줘 정말 다행..,1
영화찍은 곳들 어디지 흠.,1
여기가어디요?,1
"초반에 아들,딸 존나싸대기 때려서 어디다 묶어놨어야한다!",1
선택권이 없는 자의 무기력한 죽음이 닿는 곳은 어디일까?,1
나만의 프랑소와는 어디에,1
